   1.4031600e+02   4.1599000e+01
   1.3992800e+02   4.0578000e+01
   1.4195100e+02   3.9869000e+01
   1.4144900e+02   3.8683000e+01
   1.3983200e+02   3.8594000e+01
   1.4026000e+02   3.7126000e+01
   1.4047600e+02   3.6344000e+01
   1.4074800e+02   4.1826000e+01
   1.4004100e+02   4.1466000e+01
   1.4121300e+02   4.1301000e+01
   1.4083000e+02   4.0841000e+01
   1.4027300e+02   4.0779000e+01
   1.4178900e+02   4.0133000e+01
   1.4194000e+02   3.9572000e+01
   1.3977600e+02   3.9968000e+01
   1.4004800e+02   3.9399000e+01
   1.3980900e+02   3.8895000e+01
   1.4031900e+02   3.8759000e+01
   1.3955600e+02   3.8556000e+01
   1.4036600e+02   3.8331000e+01
   1.4144100e+02   3.8449000e+01
   1.4095400e+02   3.8317000e+01
   1.4090800e+02   3.7801000e+01
   1.4032500e+02   3.7362000e+01
   1.3979200e+02   3.7644000e+01
   1.4090300e+02   3.7091000e+01
   1.3951000e+02   3.8231000e+01
   1.4114100e+02   4.1834000e+01
   1.4031600e+02   4.1599000e+01
   1.4088100e+02   4.1455000e+01
   1.4063600e+02   4.1043000e+01
   1.4136800e+02   4.0968000e+01
   1.4119800e+02   4.0625000e+01
   1.3992800e+02   4.0578000e+01
   1.4057800e+02   4.0524000e+01
   1.4151100e+02   4.0515000e+01
   1.4107600e+02   4.0291000e+01
   1.4171300e+02   4.0405000e+01
   1.4129400e+02   4.0291000e+01
   1.4146200e+02   4.0049000e+01
   1.4122500e+02   3.9981000e+01
   1.4195100e+02   3.9869000e+01
   1.4116500e+02   3.9851000e+01
   1.4180400e+02   3.9849000e+01
   1.4096400e+02   3.9701000e+01
   1.4117200e+02   3.9597000e+01
   1.4195500e+02   3.9458000e+01
   1.4105500e+02   3.9363000e+01
   1.4153400e+02   3.9338000e+01
   1.4179800e+02   3.9254000e+01
   1.4174000e+02   3.9024000e+01
   1.4157300e+02   3.8903000e+01
   1.4099100e+02   3.8815000e+01
   1.4080200e+02   3.8749000e+01
   1.4144900e+02   3.8683000e+01
   1.4114800e+02   3.8539000e+01
   1.4064300e+02   3.8206000e+01
   1.4084400e+02   3.8030000e+01
   1.4044300e+02   3.7990000e+01
   1.4057700e+02   4.0325000e+01
   1.4026400e+02   4.0271000e+01
   1.4078700e+02   4.0215000e+01
   1.4004500e+02   4.0236000e+01
   1.4040200e+02   4.0007000e+01
   1.4013200e+02   3.9936000e+01
   1.4059700e+02   3.9749000e+01
   1.4023400e+02   3.9658000e+01
   1.4038700e+02   3.9549000e+01
   1.4056000e+02   3.9327000e+01
   1.3990800e+02   3.9206000e+01
   1.4016200e+02   3.9164000e+01
   1.4063000e+02   3.9052000e+01
   1.3995700e+02   3.8760000e+01
   1.3983200e+02   3.8594000e+01
   1.3974200e+02   3.8146000e+01
   1.4009400e+02   3.7964000e+01
   1.4007800e+02   3.8198000e+01
   1.4046600e+02   3.7683000e+01
   1.4075500e+02   3.7561000e+01
   1.4007300e+02   3.7567000e+01
   1.4100700e+02   3.7534000e+01
   1.3952900e+02   3.7473000e+01
   1.4066200e+02   3.7325000e+01
   1.3936400e+02   3.7303000e+01
   1.3950400e+02   3.7281000e+01
   1.4099400e+02   3.7285000e+01
   1.3987100e+02   3.7261000e+01
   1.4026000e+02   3.7126000e+01
   1.4056200e+02   3.7089000e+01
   1.4041300e+02   3.6862000e+01
   1.4003900e+02   3.6854000e+01
   1.3925300e+02   3.8465000e+01
   1.3947800e+02   3.7686000e+01
   1.3905900e+02   3.7662000e+01
   1.3899800e+02   3.7468000e+01
   1.4007100e+02   4.1803000e+01
   1.4144800e+02   4.1405000e+01
   1.4049100e+02   4.1185000e+01
   1.4082200e+02   4.1146000e+01
   1.4087200e+02   4.0913000e+01
   1.4113200e+02   4.0862000e+01
   1.4058900e+02   4.0706000e+01
   1.4137600e+02   4.0676000e+01
   1.4047900e+02   4.0624000e+01
   1.4080300e+02   4.0644000e+01
   1.4045200e+02   4.0910000e+01
   1.4106600e+02   3.9953000e+01
   1.4076900e+02   3.9351000e+01
   1.4127500e+02   3.8900000e+01
   1.4157500e+02   3.9143000e+01
   1.4084800e+02   3.8546000e+01
   1.4121300e+02   3.8425000e+01
   1.4150100e+02   3.8301000e+01
   1.3984900e+02   3.9891000e+01
   1.4004500e+02   3.9826000e+01
   1.4073300e+02   3.9703000e+01
   1.4050700e+02   3.9199000e+01
   1.3992700e+02   3.9016000e+01
   1.4036500e+02   3.8497000e+01
   1.4027100e+02   3.8148000e+01
   1.4094600e+02   3.7818000e+01
   1.4020600e+02   3.7616000e+01
   1.4037300e+02   3.7621000e+01
   1.4013600e+02   3.7425000e+01
   1.4083400e+02   3.7325000e+01
   1.3958600e+02   3.7097000e+01
   1.3946200e+02   3.8056000e+01
   1.3902000e+02   3.7320000e+01
   1.3907400e+02   3.7752000e+01
   1.4016500e+02   3.6952000e+01
   1.3980600e+02   3.6980000e+01
   1.4145300e+02   3.9849000e+01
   1.4098800e+02   3.9127000e+01
   1.4064600e+02   3.7984000e+01
   1.4082300e+02   4.0045000e+01
   1.4009500e+02   3.8434000e+01
   1.4084200e+02   3.7018000e+01
   1.3940200e+02   3.7037000e+01
   1.4020000e+02   3.8289000e+01
   1.4029600e+02   3.6779000e+01
   1.4041300e+02   3.6862000e+01
   1.4075400e+02   3.6800000e+01
   1.4003900e+02   3.6854000e+01
   1.4049800e+02   3.6743000e+01
   1.3985400e+02   3.6776000e+01
   1.4015800e+02   3.6692000e+01
   1.4029300e+02   3.6651000e+01
   1.4061200e+02   3.6540000e+01
   1.4017900e+02   3.6542000e+01
