   2.3832700e+02   3.6914000e+01  -3.6287000e+01   2.6829000e+01   1.1490000e+00   1.3150000e+00   3.7000000e-02
   2.3825000e+02   3.6763000e+01  -3.6680000e+01   3.0331000e+01   8.2900000e-01   8.6600000e-01   1.6000000e-02
   2.3905900e+02   3.6279000e+01  -3.6142000e+01   2.9467000e+01   1.2970000e+00   1.6800000e+00  -9.0000000e-03
   2.3892500e+02   3.6488000e+01  -2.3318000e+01   1.3652000e+01   1.3080000e+00   1.7440000e+00   1.8000000e-02
   2.3873000e+02   3.6696000e+01  -2.6700000e+01   1.3741000e+01   1.5060000e+00   1.7110000e+00   5.5000000e-02
   2.3867500e+02   3.6793000e+01  -2.0841000e+01   8.2920000e+00   8.6600000e-01   9.3700000e-01   9.0000000e-03
   2.3843200e+02   3.6873000e+01  -3.0142000e+01   2.3370000e+01   5.9900000e-01   5.9200000e-01  -6.0000000e-03
   2.3848200e+02   3.6823000e+01  -3.9199000e+01   3.1501000e+01   1.5650000e+00   1.5820000e+00   4.0000000e-03
   2.3820500e+02   3.6774000e+01  -3.7975000e+01   3.1885000e+01   8.8100000e-01   8.9000000e-01   2.1000000e-02
   2.3822900e+02   3.6846000e+01  -3.6967000e+01   3.0768000e+01   1.2000000e+00   1.3950000e+00   4.3000000e-02
   2.3837900e+02   3.6892000e+01  -3.5783000e+01   2.7395000e+01   7.0800000e-01   7.1800000e-01   9.0000000e-03
   2.3830400e+02   3.6782000e+01  -3.8440000e+01   3.1881000e+01   9.9800000e-01   1.0360000e+00   1.0000000e-02
   2.3918400e+02   3.6188000e+01  -3.7098000e+01   2.8750000e+01   5.3000000e-01   5.0000000e-01   9.0000000e-03
   2.3867700e+02   3.6420000e+01  -3.6753000e+01   3.3592000e+01   5.1000000e-01   4.8000000e-01   1.3000000e-02
   2.3857100e+02   3.6493000e+01  -3.8240000e+01   3.2454000e+01   5.8000000e-01   5.6000000e-01   6.0000000e-03
   2.3810700e+02   3.6602000e+01  -3.6743000e+01   3.4566000e+01   7.0000000e-01   6.7000000e-01  -1.1000000e-02
   2.3822700e+02   3.6590000e+01  -3.7459000e+01   3.4384000e+01   5.2000000e-01   5.0000000e-01  -5.0000000e-03
   2.3941600e+02   3.5970000e+01  -3.3765000e+01   2.9714000e+01   4.0000000e-01   4.0000000e-01  -1.0000000e-03
   2.3880500e+02   3.6448000e+01  -3.6791000e+01   3.0919000e+01   6.6000000e-01   7.3000000e-01  -1.9000000e-02
   2.3822700e+02   3.6670000e+01  -3.7696000e+01   3.3384000e+01   1.0100000e+00   1.1400000e+00  -8.3000000e-02
   2.3917500e+02   3.6315000e+01  -1.8398000e+01   8.7290000e+00   7.8000000e-01   1.0600000e+00  -2.0000000e-03
   2.3946000e+02   3.5957000e+01  -3.4528000e+01   2.9843000e+01   4.4000000e-01   4.3000000e-01  -1.4000000e-02
   2.3910600e+02   3.6453000e+01  -1.8426000e+01   8.7310000e+00   6.7000000e-01   8.3000000e-01  -4.0000000e-03
   2.3940400e+02   3.6079000e+01  -1.8828000e+01   1.2124000e+01   4.1000000e-01   4.0000000e-01  -1.0000000e-03
   2.3879900e+02   3.6294000e+01  -3.7944000e+01   3.3549000e+01   1.0500000e+00   8.2000000e-01  -2.6000000e-02
   2.3881600e+02   3.6571000e+01  -3.7923000e+01   3.2459000e+01   7.9000000e-01   8.3000000e-01  -9.0000000e-03
   2.3931700e+02   3.6030000e+01  -3.5345000e+01   2.9955000e+01   6.1000000e-01   1.2500000e+00   4.7700000e-01
   2.3899900e+02   3.6537000e+01  -1.8341000e+01   7.0940000e+00   6.3000000e-01   7.2000000e-01  -5.0000000e-03
   2.3907700e+02   3.6227000e+01  -3.6980000e+01   3.0631000e+01   8.7000000e-01   1.2600000e+00  -5.0000000e-03
   2.3929200e+02   3.5949000e+01  -3.4196000e+01   3.0866000e+01   4.0000000e-01   4.1000000e-01  -2.7000000e-02
   2.3902700e+02   3.6153000e+01  -4.0123000e+01   3.2732000e+01   2.2000000e+00   1.5000000e+00   0.0000000e+00
   2.3930900e+02   3.6178000e+01  -1.6689000e+01   8.8480000e+00   2.4000000e+00   1.7000000e+00   0.0000000e+00
   2.3900400e+02   3.6410000e+01  -2.2238000e+01   7.7400000e+00   9.0000000e-01   6.0000000e-01   0.0000000e+00
   2.3929400e+02   3.6304000e+01  -1.8448000e+01   4.9530000e+00   2.5000000e+00   1.5000000e+00   0.0000000e+00
   2.3877400e+02   3.6363000e+01  -3.7276000e+01   3.0108000e+01   2.2000000e+00   1.3000000e+00   0.0000000e+00
   2.3921800e+02   3.6413000e+01  -1.8918000e+01   7.6760000e+00   1.2000000e+00   7.0000000e-01   0.0000000e+00
   2.3921400e+02   3.6363000e+01  -1.7935000e+01   6.6760000e+00   2.7000000e+00   1.4000000e+00   0.0000000e+00
   2.3901100e+02   3.6293000e+01  -3.7878000e+01   2.9937000e+01   2.5000000e+00   1.5000000e+00   0.0000000e+00
   2.3913000e+02   3.6163000e+01  -3.9711000e+01   2.9901000e+01   2.3000000e+00   1.3000000e+00   0.0000000e+00
   2.3896500e+02   3.6246000e+01  -3.7998000e+01   3.1351000e+01   2.3000000e+00   1.4000000e+00   0.0000000e+00
