   1.4206920e+02   3.4132196e+01
   1.4209828e+02   3.4265466e+01
   1.4212748e+02   3.4398724e+01
   1.4215648e+02   3.4532019e+01
   1.4218507e+02   3.4665381e+01
   1.4221253e+02   3.4798901e+01
   1.4223567e+02   3.4932965e+01
   1.4225715e+02   3.5067222e+01
   1.4228721e+02   3.5200352e+01
   1.4232255e+02   3.5332621e+01
   1.4233623e+02   3.5383593e+01
   1.4235529e+02   3.5465325e+01
   1.4238449e+02   3.5598602e+01
   1.4242387e+02   3.5730075e+01
   1.4248343e+02   3.5856374e+01
   1.4255758e+02   3.5977554e+01
   1.4263930e+02   3.6095547e+01
   1.4272443e+02   3.6211994e+01
   1.4281598e+02   3.6325247e+01
   1.4291163e+02   3.6436339e+01
   1.4300595e+02   3.6548238e+01
   1.4309363e+02   3.6663661e+01
   1.4317658e+02   3.6781383e+01
   1.4326362e+02   3.6897192e+01
   1.4335249e+02   3.7012163e+01
   1.4342776e+02   3.7133213e+01
   1.4348938e+02   3.7259197e+01
   1.4354480e+02   3.7387049e+01
   1.4359723e+02   3.7515727e+01
   1.4364820e+02   3.7644798e+01
   1.4369879e+02   3.7773982e+01
   1.4374857e+02   3.7903375e+01
   1.4379681e+02   3.8033148e+01
   1.4384402e+02   3.8163171e+01
   1.4389067e+02   3.8293336e+01
   1.4393720e+02   3.8423537e+01
   1.4398514e+02   3.8553435e+01
   1.4403390e+02   3.8683160e+01
   1.4408108e+02   3.8813253e+01
   1.4412402e+02   3.8944249e+01
   1.4415963e+02   3.9076578e+01
   1.4418658e+02   3.9210152e+01
   1.4420731e+02   3.9344403e+01
   1.4422506e+02   3.9478915e+01
   1.4424347e+02   3.9613371e+01
   1.4425924e+02   3.9748019e+01
   1.4427170e+02   3.9882880e+01
   1.4428716e+02   4.0017549e+01
   1.4431353e+02   4.0151175e+01
   1.4436005e+02   4.0281490e+01
   1.4442158e+02   4.0408194e+01
   1.4448362e+02   4.0534780e+01
   1.4452489e+02   4.0665974e+01
   1.4454321e+02   4.0800407e+01
   1.4458904e+02   4.0930474e+01
   1.4468607e+02   4.1043441e+01
   1.4480632e+02   4.1143278e+01
   1.4493769e+02   4.1234940e+01
   1.4507617e+02   4.1320604e+01
   1.4522057e+02   4.1400648e+01
   1.4537375e+02   4.1471005e+01
   1.4553194e+02   4.1535028e+01
   1.4569203e+02   4.1596531e+01
   1.4585106e+02   4.1659742e+01
   1.4600632e+02   4.1728210e+01
   1.4615930e+02   4.1799648e+01
   1.4630966e+02   4.1874283e+01
   1.4645754e+02   4.1951803e+01
   1.4660374e+02   4.2031245e+01
   1.4675036e+02   4.2110414e+01
