   1.1928470e+02  -1.6752627e+01   2.9871522e+01  -3.0340595e+01  -1.5887310e+01
   1.3157600e+02  -2.0908791e+01   2.3570014e+01  -2.6882676e+01  -1.6433041e+01
   1.2447085e+02  -1.8790106e+01   2.7369592e+01  -2.8348981e+01  -1.7277092e+01
   1.2395486e+02  -1.7589972e+01   2.6122576e+01  -2.6316867e+01  -1.7297938e+01
   1.2369743e+02  -1.9618836e+01   2.9420065e+01  -3.0331927e+01  -1.8177270e+01
   1.2149056e+02  -1.8462103e+01   3.0138556e+01  -3.1411907e+01  -1.6201046e+01
   1.3864528e+02  -2.1883383e+01   1.9262082e+01  -2.3770232e+01  -1.6878576e+01
   1.2452754e+02  -1.8332334e+01   2.6646264e+01  -2.6392701e+01  -1.8695540e+01
   9.4926355e+01  -3.6253730e+00   4.2060803e+01  -3.3086362e+01  -2.6221120e+01
   1.1862492e+02  -1.7341668e+01   3.1773984e+01  -3.1451730e+01  -1.7919490e+01
   1.2499056e+02  -1.9059083e+01   2.7228739e+01  -2.7241158e+01  -1.9041328e+01
   1.2316867e+02  -1.7346158e+01   2.6539371e+01  -2.5753947e+01  -1.8492204e+01
   1.2372136e+02  -1.7725728e+01   2.6557150e+01  -2.6308041e+01  -1.8093387e+01
   7.6942496e+01   8.9838042e+00   3.8735723e+01  -3.3879898e+01  -2.0816281e+01
   1.2335837e+02  -1.7508610e+01   2.6595229e+01  -2.5581773e+01  -1.8958653e+01
   1.0268695e+02  -8.5090777e+00   3.7797893e+01  -3.1866199e+01  -2.2037025e+01
   9.2326567e+01  -1.7019605e+00   4.1890709e+01  -3.3936359e+01  -2.4618117e+01
   9.0489576e+01  -3.5970002e-01   4.2095159e+01  -3.4946609e+01  -2.3470541e+01
   1.2272038e+02  -2.3933559e+01   3.7251195e+01  -3.5418616e+01  -2.6570443e+01
   7.1278103e+01   1.3426554e+01   3.9617184e+01  -3.5196288e+01  -2.2605640e+01
   6.0723887e+01   1.9889211e+01   3.5476805e+01  -3.5198186e+01  -2.0378227e+01
