   2.3836107e+02   4.6715847e+01   3.5334481e+01
   2.3713140e+02   4.5168325e+01   3.4248480e+01
   2.3671425e+02   4.2639005e+01   3.1507508e+01
   2.3606775e+02   4.3831595e+01   3.3198835e+01
   2.3605176e+02   4.2316240e+01   3.1492795e+01
   2.3537638e+02   4.5442764e+01   3.5361546e+01
   2.3692352e+02   4.6040912e+01   3.5343766e+01
   2.3637320e+02   4.0387427e+01   2.9153220e+01
   2.3497742e+02   4.2542412e+01   3.2343436e+01
   2.3279972e+02   4.8725618e+01   4.2216756e+01
   2.3603469e+02   4.6511233e+01   3.6198335e+01
   2.3471084e+02   4.3222428e+01   3.3236319e+01
   2.3513403e+02   4.2040660e+01   3.1705321e+01
   2.3544089e+02   4.2404292e+01   3.1929354e+01
   2.3581112e+02   4.8646583e+01   3.9763866e+01
   2.3477461e+02   4.1970993e+01   3.1841131e+01
   2.3417815e+02   4.7545035e+01   3.8743840e+01
   2.3394279e+02   4.8989488e+01   4.1925269e+01
   2.3458567e+02   4.9379316e+01   4.2096696e+01
   2.3286929e+02   4.9884235e+01   4.4277159e+01
   2.3506242e+02   4.9429526e+01   4.1830535e+01
   2.3628634e+02   4.9262818e+01   4.0671666e+01
   2.3419461e+02   4.8713103e+01   4.1083632e+01
   2.3611655e+02   4.7212604e+01   3.7043828e+01
   2.3731054e+02   4.5039312e+01   3.4019426e+01
   2.3616151e+02   4.7431479e+01   3.7340950e+01
   2.3788395e+02   4.6921763e+01   3.5769496e+01
   2.3771193e+02   4.3994246e+01   3.2609170e+01
   2.3562775e+02   4.4849890e+01   3.4571054e+01
   2.3787592e+02   4.6531187e+01   3.5364444e+01
   2.3621063e+02   4.0443698e+01   2.9313367e+01
   2.3581626e+02   4.1914326e+01   3.1174436e+01
   2.3597380e+02   4.3578224e+01   3.2958590e+01
   2.3477294e+02   4.3100792e+01   3.3068868e+01
   2.3618605e+02   4.4515199e+01   3.3921509e+01
   2.3576698e+02   4.5228679e+01   3.4934561e+01
   2.3499179e+02   4.2373907e+01   3.2151241e+01
   2.3501832e+02   4.2004756e+01   3.1733811e+01
   2.3485465e+02   4.1507152e+01   3.1293633e+01
   2.3549994e+02   4.1873064e+01   3.1309573e+01
   2.3516227e+02   4.1819360e+01   3.1447505e+01
   2.3606917e+02   4.1586192e+01   3.0665319e+01
   2.3586193e+02   4.0747149e+01   2.9858009e+01
   2.3534038e+02   4.1368760e+01   3.0851055e+01
   2.3689120e+02   4.0819108e+01   2.9334829e+01
   2.3538612e+02   4.0721544e+01   3.0121091e+01
   2.3597755e+02   4.1074890e+01   3.0150193e+01
   2.3587713e+02   4.2378262e+01   3.1658039e+01
   2.3632625e+02   4.0771059e+01   2.9607632e+01
   2.3568433e+02   4.0501670e+01   2.9698320e+01
   2.3491561e+02   4.3741059e+01   3.3693901e+01
   2.3350382e+02   4.7994553e+01   4.0057827e+01
   2.3544203e+02   4.3653181e+01   3.3317772e+01
   2.3551948e+02   4.4183672e+01   3.3872855e+01
   2.3699351e+02   4.7026409e+01   3.6328297e+01
   2.3374215e+02   4.8432075e+01   4.0802281e+01
   2.3669754e+02   4.6358239e+01   3.5724570e+01
   2.3475218e+02   4.4865847e+01   3.5022594e+01
   2.3453854e+02   4.5599587e+01   3.5941523e+01
   2.3518474e+02   4.5578748e+01   3.5605724e+01
   2.3428942e+02   4.7385234e+01   3.8397474e+01
   2.3444618e+02   4.6102479e+01   3.6537452e+01
   2.3254967e+02   4.8959636e+01   4.3000528e+01
   2.3480216e+02   4.5778567e+01   3.6012219e+01
   2.3491781e+02   4.5403392e+01   3.5537901e+01
   2.3495824e+02   4.8988322e+01   4.1134139e+01
   2.3441717e+02   4.9587277e+01   4.2580680e+01
   2.3417184e+02   4.7996871e+01   3.9588183e+01
   2.3370387e+02   4.7649539e+01   3.9248842e+01
   2.3290222e+02   4.9087505e+01   4.2946011e+01
   2.3400505e+02   4.9177926e+01   4.2200552e+01
   2.3242960e+02   4.9569010e+01   4.4119985e+01
   2.3452856e+02   4.9782707e+01   4.2834546e+01
   2.3404463e+02   4.9933914e+01   4.3452887e+01
   2.3410694e+02   4.8636223e+01   4.0977336e+01
   2.3352110e+02   4.9782648e+01   4.3595850e+01
   2.3437032e+02   4.7909341e+01   3.9282294e+01
   2.3555742e+02   4.9648839e+01   4.1863642e+01
   2.3644695e+02   4.9415734e+01   4.0839793e+01
   2.3566856e+02   4.8965437e+01   4.0558152e+01
   2.3613523e+02   4.9375122e+01   4.0976664e+01
   2.3647045e+02   4.8980505e+01   4.0029072e+01
   2.3591897e+02   4.9414470e+01   4.1195652e+01
   2.3486969e+02   4.8123340e+01   3.9352756e+01
   2.3427359e+02   4.7736031e+01   3.9024006e+01
   2.3570388e+02   4.8641959e+01   3.9828254e+01
   2.3462015e+02   4.9113027e+01   4.1612922e+01
   2.3564193e+02   4.8250063e+01   3.9078236e+01
   2.3531721e+02   4.8771568e+01   4.0380330e+01
   2.3585969e+02   4.8963951e+01   4.0418049e+01
   2.3542106e+02   4.9276335e+01   4.1302075e+01
   2.3673916e+02   4.5197403e+01   3.4454420e+01
   2.3654789e+02   4.5436974e+01   3.4817401e+01
   2.3579887e+02   4.5539588e+01   3.5273824e+01
   2.3700722e+02   4.6225839e+01   3.5463394e+01
   2.3696075e+02   4.6560233e+01   3.5806567e+01
   2.3778582e+02   4.8493435e+01   3.8200364e+01
   2.3691573e+02   4.9284392e+01   4.0292476e+01
   2.3656051e+02   4.9825327e+01   4.1509921e+01
   2.3726571e+02   4.7561571e+01   3.6921641e+01
   2.3607684e+02   4.9034095e+01   4.0406059e+01
   2.3635910e+02   4.7573355e+01   3.7446568e+01
   2.3743755e+02   4.8640887e+01   3.8693607e+01
   2.3734918e+02   4.7044377e+01   3.6172467e+01
   2.3830332e+02   4.7541607e+01   3.6354969e+01
   2.3654740e+02   4.8444860e+01   3.8866080e+01
   2.3780641e+02   4.7823681e+01   3.7030982e+01
   2.3734606e+02   4.7846692e+01   3.7320091e+01
   2.3748261e+02   4.7488363e+01   3.6698832e+01
   2.3772779e+02   4.9015825e+01   3.9281324e+01
   2.3759618e+02   4.7618763e+01   3.6829709e+01
   2.3796571e+02   4.7931187e+01   3.7116305e+01
   2.3701079e+02   4.9836426e+01   4.1246420e+01
   2.3809860e+02   4.7447915e+01   3.6326690e+01
   2.3795380e+02   4.7576513e+01   3.6580963e+01
   2.3831939e+02   4.6612300e+01   3.5250869e+01
   2.3810824e+02   4.7172950e+01   3.5962651e+01
   2.3781882e+02   4.6120606e+01   3.5036451e+01
   2.3651221e+02   4.2632556e+01   3.1605039e+01
   2.3833725e+02   4.7050869e+01   3.5708565e+01
   2.3812279e+02   3.9599502e+01   2.7237256e+01
   2.3744975e+02   4.4907382e+01   3.3803910e+01
   2.3692883e+02   4.5098279e+01   3.4255003e+01
   2.3769985e+02   4.4786522e+01   3.3553767e+01
   2.3578785e+02   4.3677804e+01   3.3166314e+01
   2.3762737e+02   4.4979911e+01   3.3813900e+01
   2.3764332e+02   4.6516564e+01   3.5452375e+01
   2.3794425e+02   4.5408333e+01   3.4192658e+01
   2.3786684e+02   4.5634648e+01   3.4493755e+01
   2.3625687e+02   4.3748748e+01   3.3010052e+01
   2.3655570e+02   4.4278668e+01   3.3473719e+01
   2.3652876e+02   4.5154062e+01   3.4498224e+01
   2.3617225e+02   4.5348436e+01   3.4883974e+01
   2.3711621e+02   4.4568074e+01   3.3551625e+01
   2.3653122e+02   4.4549638e+01   3.3798124e+01
   2.3760308e+02   4.4461407e+01   3.3210282e+01
   2.3723172e+02   4.4967299e+01   3.3968863e+01
   2.3820461e+02   4.5747953e+01   3.4496322e+01
   2.3746539e+02   4.3866350e+01   3.2569521e+01
   2.3662136e+02   4.2449069e+01   3.1338318e+01
   2.3727400e+02   4.3821002e+01   3.2604476e+01
   2.3696922e+02   4.1656623e+01   3.0246428e+01
   2.3707128e+02   4.2171272e+01   3.0784439e+01
   2.3740943e+02   4.1503798e+01   2.9835485e+01
   2.3769924e+02   4.2774326e+01   3.1173985e+01
   2.3697669e+02   4.0544124e+01   2.8974341e+01
   2.3766011e+02   4.1605431e+01   2.9822643e+01
   2.3707726e+02   4.0569934e+01   2.8946035e+01
   2.3494290e+02   4.1401539e+01   3.1126407e+01
   2.3492257e+02   4.1249920e+01   3.0975920e+01
   2.3495018e+02   4.2984542e+01   3.2842778e+01
   2.3501222e+02   4.4004975e+01   3.3934592e+01
   2.3504383e+02   4.1797273e+01   3.1493423e+01
   2.3505656e+02   4.1438779e+01   3.1097636e+01
   2.3496563e+02   4.4511116e+01   3.4520450e+01
   2.3282082e+02   4.8623381e+01   4.1956709e+01
   2.3545554e+02   4.3393801e+01   3.3020869e+01
   2.3473417e+02   4.3851570e+01   3.3912781e+01
   2.3499030e+02   4.4258521e+01   3.4227250e+01
   2.3486585e+02   4.3610144e+01   3.3576397e+01
   2.3517422e+02   4.4149443e+01   3.4010882e+01
   2.3471903e+02   4.2973103e+01   3.2959804e+01
   2.3516852e+02   4.2180709e+01   3.1838388e+01
   2.3523490e+02   4.3124949e+01   3.2840625e+01
   2.3550279e+02   4.2496715e+01   3.1997073e+01
   2.3569882e+02   4.2262813e+01   3.1628020e+01
   2.3648616e+02   4.1508145e+01   3.0342539e+01
   2.3548606e+02   4.2073641e+01   3.1538604e+01
   2.3502336e+02   4.1151068e+01   3.0807813e+01
   2.3524654e+02   4.1403666e+01   3.0945231e+01
   2.3526977e+02   4.1522211e+01   3.1060275e+01
   2.3501217e+02   4.1009120e+01   3.0662330e+01
   2.3556033e+02   4.0666284e+01   2.9953668e+01
   2.3521509e+02   4.0981242e+01   3.0507027e+01
   2.3587041e+02   4.0254480e+01   2.9313980e+01
   2.3514711e+02   4.1342545e+01   3.0938858e+01
   2.3583397e+02   4.1547715e+01   3.0757401e+01
   2.3556555e+02   4.1389152e+01   3.0739445e+01
   2.3593901e+02   4.0965678e+01   3.0052329e+01
   2.3570780e+02   4.0310009e+01   2.9475566e+01
   2.3584687e+02   4.0446208e+01   2.9537702e+01
   2.3569939e+02   4.0802663e+01   3.0017199e+01
   2.3595170e+02   4.1267154e+01   3.0378208e+01
   2.3596248e+02   4.0773929e+01   2.9826943e+01
   2.3702782e+02   4.0946756e+01   2.9402881e+01
   2.3609500e+02   4.0116190e+01   2.9023677e+01
   2.3649730e+02   4.0221968e+01   2.8894868e+01
   2.3651664e+02   4.1615644e+01   3.0447036e+01
   2.3632226e+02   4.2646557e+01   3.1720738e+01
   2.3635672e+02   4.1362795e+01   3.0251798e+01
   2.3701207e+02   4.1768526e+01   3.0351852e+01
   2.3635351e+02   4.2981870e+01   3.2085887e+01
   2.3654420e+02   4.3157954e+01   3.2189690e+01
   2.3584036e+02   4.3001254e+01   3.2376780e+01
   2.3532005e+02   4.2385786e+01   3.1977026e+01
