   1.1747957e+02  -1.8242050e+01   3.5073175e+01  -3.7300000e+01  -1.3100000e+01
   1.1530016e+02  -1.5475202e+01   3.2737801e+01  -3.3168983e+01  -1.4528047e+01
   1.2464899e+02  -1.8634060e+01   2.6962257e+01  -2.9821503e+01  -1.3596669e+01
   1.1799823e+02  -1.5902766e+01   2.9910980e+01  -3.0729931e+01  -1.4256088e+01
   1.1647237e+02  -1.4572049e+01   2.9262341e+01  -2.9422824e+01  -1.4245232e+01
   1.1877233e+02  -1.7715093e+01   3.2260535e+01  -3.3077287e+01  -1.6138764e+01
   1.1638975e+02  -1.6731778e+01   3.3721096e+01  -3.4857836e+01  -1.4212531e+01
   1.2088367e+02  -1.6250713e+01   2.7170529e+01  -3.0174875e+01  -9.5812436e+00
   1.1662316e+02  -1.4864499e+01   2.9653774e+01  -2.9447421e+01  -1.5269218e+01
   8.7078243e+01   2.5302363e+00   4.9575030e+01  -4.2749372e+01  -2.5230475e+01
   1.1309508e+02  -1.4931387e+01   3.5014479e+01  -3.4735736e+01  -1.5568837e+01
   1.1813168e+02  -1.6721012e+01   3.1274043e+01  -3.1284937e+01  -1.6700621e+01
   1.1498754e+02  -1.3834041e+01   2.9684043e+01  -2.9049467e+01  -1.5121229e+01
   1.1595622e+02  -1.4419709e+01   2.9622205e+01  -2.9418781e+01  -1.4830319e+01
   7.0492057e+01   1.5554966e+01   4.3906524e+01  -4.2176054e+01  -1.9771704e+01
   1.1493257e+02  -1.3811640e+01   2.9710401e+01  -2.8897462e+01  -1.5440402e+01
   9.6947178e+01  -5.5425441e+00   4.5487043e+01  -4.0106785e+01  -2.2163859e+01
   8.3843057e+01   5.2773856e+00   4.8921542e+01  -4.3655850e+01  -2.2700988e+01
   8.3893091e+01   5.2552603e+00   4.9118654e+01  -4.3901031e+01  -2.2648606e+01
   1.1638821e+02  -2.2913154e+01   4.6182111e+01  -4.4400000e+01  -2.6200000e+01
   6.4557488e+01   2.1113555e+01   4.4380029e+01  -4.4175903e+01  -2.1537380e+01
   5.3571592e+01   2.8326544e+01   3.8381334e+01  -4.3937355e+01  -1.8574950e+01
   8.6936057e+01   2.5872266e+00   4.8335050e+01  -4.3051298e+01  -2.2125925e+01
   9.8105145e+01  -5.7686029e+00   4.0506243e+01  -3.7785473e+01  -1.5693646e+01
   1.1458886e+02  -1.4674080e+01   3.2067438e+01  -3.2555915e+01  -1.3555870e+01
   9.5453935e+01  -4.0944382e+00   4.2883727e+01  -3.9550993e+01  -1.7073294e+01
   1.1424308e+02  -1.6599852e+01   3.6862186e+01  -3.7922302e+01  -1.4009812e+01
   1.2091766e+02  -1.7258489e+01   2.8816675e+01  -3.1137261e+01  -1.2598697e+01
   1.1214717e+02  -1.3699890e+01   3.3659241e+01  -3.2694039e+01  -1.5866042e+01
   1.3547044e+02  -2.7874239e+01   2.7420222e+01  -3.6699865e+01  -1.3489316e+01
   1.1945165e+02  -1.5194607e+01   2.6909337e+01  -2.9404678e+01  -9.5054386e+00
   1.1911664e+02  -1.5786996e+01   2.8344264e+01  -2.9042342e+01  -1.4462673e+01
   1.1708976e+02  -1.5331461e+01   2.9973509e+01  -3.0480294e+01  -1.4297434e+01
   1.1648358e+02  -1.5397262e+01   3.0904304e+01  -3.0564041e+01  -1.6062102e+01
   1.1712386e+02  -1.6400477e+01   3.2016453e+01  -3.2531341e+01  -1.5353851e+01
   1.1722270e+02  -1.6733483e+01   3.2528125e+01  -3.3003331e+01  -1.5775568e+01
   1.1662506e+02  -1.4808488e+01   2.9539588e+01  -2.9310135e+01  -1.5257607e+01
   1.1529261e+02  -1.4007634e+01   2.9643269e+01  -2.9021242e+01  -1.5254661e+01
   1.1163643e+02  -8.1052105e+00   2.0433452e+01  -1.8944124e+01  -1.1150811e+01
   1.1427545e+02  -1.3359121e+01   2.9621002e+01  -2.8944884e+01  -1.4766974e+01
   1.1353289e+02  -1.3001708e+01   2.9855000e+01  -2.8846558e+01  -1.5107665e+01
   1.0906902e+02  -1.0484786e+01   3.0331285e+01  -2.8769968e+01  -1.4219936e+01
   1.0110830e+02  -5.5173639e+00   2.8100681e+01  -2.7809007e+01  -6.8373004e+00
   1.0452758e+02  -6.3932339e+00   2.4671809e+01  -2.3392393e+01  -1.0117685e+01
   1.0885231e+02  -1.0283633e+01   3.0117808e+01  -2.9636521e+01  -1.1597934e+01
   1.0155793e+02  -4.2325378e+00   2.0696448e+01  -2.0295238e+01  -5.8617928e+00
   9.4202979e+01  -2.3646219e+00   3.2177118e+01  -2.9673135e+01  -1.2667415e+01
   1.1360599e+02  -1.3118032e+01   3.0017428e+01  -2.9421200e+01  -1.4405615e+01
   1.1246626e+02  -1.2245713e+01   2.9613077e+01  -2.9477095e+01  -1.2569517e+01
   1.1034397e+02  -9.0307190e+00   2.4355750e+01  -2.5594249e+01  -4.4374387e+00
   1.1696206e+02  -1.6227414e+01   3.1900291e+01  -3.1751094e+01  -1.6517431e+01
   9.2234267e+01  -1.8482712e+00   4.7373230e+01  -4.1065435e+01  -2.3691120e+01
   1.1533091e+02  -1.4995189e+01   3.1678325e+01  -3.1345219e+01  -1.5679578e+01
   1.1727284e+02  -1.6454386e+01   3.1916904e+01  -3.2171385e+01  -1.5951099e+01
   1.0750190e+02  -1.2216035e+01   3.8739825e+01  -3.7793760e+01  -1.4887486e+01
   8.8024852e+01   1.6598519e+00   4.8130483e+01  -4.2231876e+01  -2.3146646e+01
   1.1494228e+02  -1.6129307e+01   3.4680583e+01  -3.5459556e+01  -1.4335874e+01
   1.1424993e+02  -1.5016232e+01   3.3334916e+01  -3.2525547e+01  -1.6697084e+01
   1.1422128e+02  -1.5213864e+01   3.3818785e+01  -3.3012134e+01  -1.6892924e+01
   1.1798401e+02  -1.7316747e+01   3.2589999e+01  -3.3126555e+01  -1.6266808e+01
   9.7948006e+01  -6.2738320e+00   4.4936481e+01  -3.9732245e+01  -2.1908834e+01
