   2.3518670e+02   4.0380000e+01
   2.3510260e+02   4.0629000e+01
   2.3500490e+02   4.0877900e+01
   2.3491220e+02   4.1126900e+01
   2.3483410e+02   4.1375900e+01
   2.3477430e+02   4.1624900e+01
   2.3473200e+02   4.1873800e+01
   2.3470460e+02   4.2122800e+01
   2.3468800e+02   4.2371800e+01
   2.3467800e+02   4.2620800e+01
   2.3467100e+02   4.2869700e+01
   2.3466400e+02   4.3118700e+01
   2.3465470e+02   4.3367700e+01
   2.3464210e+02   4.3616700e+01
   2.3462580e+02   4.3865600e+01
   2.3460580e+02   4.4114600e+01
   2.3458270e+02   4.4363600e+01
   2.3455710e+02   4.4612600e+01
   2.3452940e+02   4.4861500e+01
   2.3449970e+02   4.5110500e+01
   2.3446760e+02   4.5359500e+01
   2.3443190e+02   4.5608500e+01
   2.3439080e+02   4.5857400e+01
   2.3434190e+02   4.6106400e+01
   2.3428220e+02   4.6355400e+01
   2.3420850e+02   4.6604400e+01
   2.3411730e+02   4.6853300e+01
   2.3400560e+02   4.7102300e+01
   2.3387070e+02   4.7351300e+01
   2.3371120e+02   4.7600300e+01
   2.3352670e+02   4.7849200e+01
   2.3331890e+02   4.8098200e+01
   2.3309110e+02   4.8347200e+01
   2.3284910e+02   4.8596200e+01
   2.3260100e+02   4.8845100e+01
   2.3235700e+02   4.9094100e+01
   2.3212930e+02   4.9343100e+01
   2.3193140e+02   4.9592100e+01
   2.3177750e+02   4.9841000e+01
   2.3168060e+02   5.0090000e+01
