   2.3835697e+02   4.6723933e+01  -3.2074275e+01  -1.4824522e+01
   2.3713097e+02   4.5168400e+01  -3.0340595e+01  -1.5887310e+01
   2.3671513e+02   4.2639367e+01  -2.6882676e+01  -1.6433041e+01
   2.3607057e+02   4.3835400e+01  -2.8348981e+01  -1.7277092e+01
   2.3605463e+02   4.2320167e+01  -2.6316867e+01  -1.7297938e+01
   2.3538107e+02   4.5454300e+01  -3.0331927e+01  -1.8177270e+01
   2.3692377e+02   4.6040933e+01  -3.1411907e+01  -1.6201046e+01
   2.3637507e+02   4.0389133e+01  -2.3770232e+01  -1.6878576e+01
   2.3498303e+02   4.2560267e+01  -2.6392701e+01  -1.8695540e+01
   2.3280687e+02   4.8802133e+01  -3.3086362e+01  -2.6221120e+01
   2.3603767e+02   4.6515300e+01  -3.1451730e+01  -1.7919490e+01
   2.3471703e+02   4.3245333e+01  -2.7241158e+01  -1.9041328e+01
   2.3513927e+02   4.2055833e+01  -2.5753947e+01  -1.8492204e+01
   2.3581480e+02   4.8652700e+01  -3.3879898e+01  -2.0816281e+01
   2.3418527e+02   4.7579733e+01  -3.1866199e+01  -2.2037025e+01
   2.3395017e+02   4.9029967e+01  -3.3936359e+01  -2.4618117e+01
   2.3459220e+02   4.9404500e+01  -3.4946609e+01  -2.3470541e+01
   2.3287637e+02   4.9957767e+01  -3.5418616e+01  -2.6570443e+01
   2.3628860e+02   4.9265000e+01  -3.5198186e+01  -2.0378227e+01
   2.3611933e+02   4.7216000e+01  -3.2025349e+01  -1.8617794e+01
   2.3770973e+02   4.3996467e+01  -2.8888554e+01  -1.5126448e+01
   2.3563183e+02   4.4858133e+01  -2.9606171e+01  -1.7850277e+01
   2.3618853e+02   4.4518100e+01  -2.9282732e+01  -1.7122804e+01
   2.3486050e+02   4.1527167e+01  -2.4975721e+01  -1.8854834e+01
   2.3607193e+02   4.1589967e+01  -2.5336299e+01  -1.7275235e+01
   2.3586527e+02   4.0752767e+01  -2.4159095e+01  -1.7545336e+01
   2.3689153e+02   4.0819167e+01  -2.4454823e+01  -1.6201660e+01
   2.3492140e+02   4.3760067e+01  -2.7977677e+01  -1.8775744e+01
   2.3351143e+02   4.8047733e+01  -3.2213659e+01  -2.3809864e+01
   2.3552383e+02   4.4193267e+01  -2.8699972e+01  -1.7991162e+01
   2.3699353e+02   4.7026400e+01  -3.2051667e+01  -1.7100755e+01
   2.3374967e+02   4.8478167e+01  -3.2919577e+01  -2.4106587e+01
   2.3475833e+02   4.4887967e+01  -2.9428694e+01  -1.8987733e+01
   2.3454510e+02   4.5626100e+01  -3.0342506e+01  -1.9264616e+01
   2.3445290e+02   4.6131000e+01  -3.0878291e+01  -1.9532447e+01
   2.3496407e+02   4.9006367e+01  -3.4251118e+01  -2.2778900e+01
   2.3405190e+02   4.9971533e+01  -3.5921391e+01  -2.4450094e+01
   2.3556180e+02   4.9657800e+01  -3.5796864e+01  -2.1705969e+01
   2.3487570e+02   4.8143067e+01  -3.2795011e+01  -2.1751475e+01
   2.3654933e+02   4.5437867e+01  -3.0578001e+01  -1.6650443e+01
   2.3696087e+02   4.6560233e+01  -3.1685420e+01  -1.6677661e+01
   2.3778337e+02   4.8496100e+01  -3.4110821e+01  -1.7196503e+01
   2.3656197e+02   4.9826133e+01  -3.6440917e+01  -1.9877956e+01
   2.3726483e+02   4.7561867e+01  -3.2665677e+01  -1.7209330e+01
   2.3829940e+02   4.7549000e+01  -3.2860997e+01  -1.5551161e+01
   2.3654883e+02   4.8445733e+01  -3.3735281e+01  -1.9300337e+01
   2.3772550e+02   4.9018100e+01  -3.5045759e+01  -1.7743088e+01
   2.3796270e+02   4.7935233e+01  -3.3290899e+01  -1.6411464e+01
   2.3781627e+02   4.6123533e+01  -3.1620175e+01  -1.5090310e+01
   2.3811950e+02   3.9604933e+01  -2.3001892e+01  -1.4587017e+01
   2.3769770e+02   4.4788667e+01  -2.9942715e+01  -1.5142294e+01
   2.3794133e+02   4.5412233e+01  -3.0813311e+01  -1.4821528e+01
   2.3711583e+02   4.4568133e+01  -2.9541034e+01  -1.5907196e+01
   2.3696930e+02   4.1656633e+01  -2.5605661e+01  -1.6099583e+01
   2.3707107e+02   4.2171300e+01  -2.6320484e+01  -1.5966020e+01
   2.3769710e+02   4.2776467e+01  -2.7248927e+01  -1.5143095e+01
   2.3765813e+02   4.1607333e+01  -2.5661633e+01  -1.5194428e+01
   2.3546003e+02   4.3404233e+01  -2.7635051e+01  -1.8074339e+01
   2.3501763e+02   4.1026267e+01  -2.4338038e+01  -1.8650427e+01
   2.3571153e+02   4.0317233e+01  -2.3534774e+01  -1.7746080e+01
   2.3654560e+02   4.3158867e+01  -2.7545929e+01  -1.6655267e+01
   2.3584383e+02   4.3007133e+01  -2.7192461e+01  -1.7573444e+01
   2.3587457e+02   4.5968700e+01  -3.1125996e+01  -1.7533425e+01
   2.3769533e+02   4.6624733e+01  -3.1878459e+01  -1.5696000e+01
   2.3538470e+02   4.6404067e+01  -3.1232650e+01  -1.8677271e+01
   2.3537660e+02   4.7008933e+01  -3.1647764e+01  -1.9466629e+01
   2.3415270e+02   4.7018767e+01  -3.1317391e+01  -2.1246201e+01
   2.3462837e+02   4.6595667e+01  -3.1149041e+01  -1.9965062e+01
   2.3442760e+02   4.8562267e+01  -3.3290580e+01  -2.3092370e+01
   2.3197227e+02   4.9869933e+01  -3.4835176e+01  -2.8189983e+01
   2.3239597e+02   4.9372133e+01  -3.4001697e+01  -2.7432561e+01
   2.3572320e+02   4.8011900e+01  -3.2859802e+01  -2.0190439e+01
   2.3641470e+02   4.7856867e+01  -3.2833647e+01  -1.8880463e+01
