Number xind yind east north data err wgt Elos Nlos Ulos
 290 1781 1632 85.48375 27.859583 530.371521 87.44403   1068 0.66082 -0.11703 0.74137
 291 1819 1632 85.51542 27.859583 423.182800 88.39213   1054 0.65823 -0.11675 0.74371
 292 1819 1602 85.51542 27.834583 664.823730 88.22968   1120 0.65821 -0.11678 0.74372
 293 1762 1525 85.46792 27.770417 996.901855 60.29931  18376 0.66099 -0.11712 0.74120
 294 1877 1495 85.56375 27.745417 1073.614136 17.43922   4653 0.65249 -0.11617 0.74884
 295 1858 1541 85.54792 27.783750 1001.752380 53.67040   1147 0.65432 -0.11636 0.74721
 296 1858 1571 85.54792 27.808750 837.399841 78.84767   1099 0.65492 -0.11641 0.74668
 297 1896 1571 85.57958 27.808750 768.094727 96.16074   1027 0.65220 -0.11610 0.74910
 298 1896 1541 85.57958 27.783750 962.430420 63.85849   1088 0.65181 -0.11607 0.74945
 299 1934 1541 85.61125 27.783750 884.669250 89.54089   1079 0.64961 -0.11586 0.75138
 300 1934 1571 85.61125 27.808750 661.541260 77.26335    994 0.65008 -0.11589 0.75097
 301 1972 1571 85.64292 27.808750 600.561035 84.92128   1084 0.64763 -0.11564 0.75313
 302 1972 1541 85.64292 27.783750 815.342529 66.51404   1107 0.64695 -0.11556 0.75372
 303 1953 1495 85.62708 27.745417 1075.872070 67.31181   4450 0.64748 -0.11561 0.75327
 304 1858 1602 85.54792 27.834583 596.511108 100.08376   1156 0.65533 -0.11645 0.74631
 305 1858 1632 85.54792 27.859583 303.170471 102.08057   1054 0.65555 -0.11645 0.74612
 306 1896 1632 85.57958 27.859583 244.229813 97.87910   1013 0.65320 -0.11621 0.74821
 307 1896 1603 85.57958 27.835417 481.500183 96.51194   1015 0.65264 -0.11615 0.74871
 308 1858 1663 85.54792 27.885417 36.263538 106.94679   1104 0.65607 -0.11650 0.74566
 309 1858 1693 85.54792 27.910417 -120.392357 58.29861   1003 0.65634 -0.11651 0.74542
 310 1896 1693 85.57958 27.910417 -226.478210 58.09706    918 0.65461 -0.11637 0.74696
 311 1896 1663 85.57958 27.885417 -8.104832 82.62299   1095 0.65392 -0.11630 0.74757
 312 1934 1663 85.61125 27.885417 -42.923042 65.18129   1079 0.65105 -0.11595 0.75013
 313 1934 1693 85.61125 27.910417 -213.428177 44.75208   1067 0.65177 -0.11605 0.74948
 314 1972 1692 85.64292 27.909583 -202.998657 42.48830    864 0.64914 -0.11574 0.75181
 315 1972 1663 85.64292 27.885417 -68.725845 77.52058   1064 0.64886 -0.11573 0.75206
 316 1934 1602 85.61125 27.834583 418.822266 94.01192   1080 0.65067 -0.11597 0.75045
 317 1934 1632 85.61125 27.859583 186.267380 92.59341   1061 0.65075 -0.11593 0.75039
 318 1972 1632 85.64292 27.859583 104.848251 58.66885    979 0.64881 -0.11575 0.75210
 319 1972 1602 85.64292 27.834583 361.228516 111.05296   1099 0.64824 -0.11571 0.75259
 320 2011 1602 85.67542 27.834583 323.002991 87.59451   1110 0.64536 -0.11537 0.75511
 321 2011 1632 85.67542 27.859583 107.488434 87.21480   1087 0.64628 -0.11549 0.75431
 322 2049 1632 85.70708 27.859583 167.636642 51.56520   1093 0.64360 -0.11518 0.75664
 323 2049 1602 85.70708 27.834583 305.747864 57.66238   1122 0.64327 -0.11517 0.75693
 324 2011 1663 85.67542 27.885417 -54.283794 50.54130   1178 0.64669 -0.11551 0.75396
 325 2011 1693 85.67542 27.910417 -158.381577 47.03254   1041 0.64699 -0.11554 0.75370
 326 2049 1693 85.70708 27.910417 -81.460068 45.66163    989 0.64530 -0.11540 0.75516
 327 2049 1663 85.70708 27.885417 29.562145 48.85508   1118 0.64452 -0.11530 0.75584
 328 2087 1663 85.73875 27.885417 152.470947 53.42717    997 0.64131 -0.11491 0.75863
 329 2087 1693 85.73875 27.910417 74.191254 64.22334    977 0.64216 -0.11500 0.75790
 330 2125 1692 85.77042 27.909583 242.112640 62.27178    900 0.63886 -0.11458 0.76074
 331 2125 1663 85.77042 27.885417 291.070251 29.22864    857 0.63854 -0.11457 0.76101
 332 2106 1617 85.75458 27.847083 283.265411 30.16827   4046 0.63925 -0.11468 0.76040
 333 2011 1480 85.67542 27.732917 969.555237 46.74504   1152 0.64344 -0.11518 0.75678
 334 2011 1510 85.67542 27.757917 887.516785 53.09931   1132 0.64382 -0.11521 0.75645
 335 2049 1510 85.70708 27.757917 755.996277 69.28804   1103 0.64158 -0.11498 0.75839
 336 2049 1480 85.70708 27.732917 844.535461 43.84545   1143 0.64122 -0.11496 0.75870
 337 2011 1541 85.67542 27.783750 719.130249 64.12825   1191 0.64429 -0.11525 0.75604
 338 2011 1571 85.67542 27.808750 551.309143 72.56227   1105 0.64486 -0.11532 0.75555
 339 2049 1571 85.70708 27.808750 483.348236 77.55342   1102 0.64251 -0.11506 0.75759
 340 2049 1541 85.70708 27.783750 614.599365 40.00103   1153 0.64218 -0.11504 0.75788
 341 2087 1541 85.73875 27.783750 513.613403 37.13290   1158 0.63933 -0.11470 0.76033
 342 2087 1571 85.73875 27.808750 405.551453 58.45413   1098 0.63988 -0.11474 0.75986
 343 2125 1571 85.77042 27.808750 290.823792 37.85269   1059 0.63699 -0.11439 0.76234
 344 2125 1541 85.77042 27.783750 383.370239 51.78787   1110 0.63676 -0.11441 0.76253
 345 2087 1480 85.73875 27.732917 742.734314 50.44621   1149 0.63887 -0.11469 0.76072
 346 2087 1510 85.73875 27.757917 626.622803 59.29133   1123 0.63909 -0.11470 0.76053
 347 2125 1510 85.77042 27.757917 502.438385 67.37714   1056 0.63620 -0.11433 0.76301
 348 2125 1480 85.77042 27.732917 614.135864 80.03070   1122 0.63587 -0.11432 0.76328
 349 1877 1739 85.56375 27.948750 -285.870514 61.70590   3621 0.65621 -0.11651 0.74553
 350 1877 1800 85.56375 27.999583 -400.614075 50.52688   3782 0.65764 -0.11669 0.74424
 351 1953 1799 85.62708 27.998750 -338.302704 68.18681   3559 0.65214 -0.11604 0.74917
 352 1953 1739 85.62708 27.948750 -292.479309 35.37193   3965 0.65134 -0.11599 0.74987
 353 1877 1861 85.56375 28.050417 -511.018921 46.91037   3713 0.65887 -0.11682 0.74313
 354 1877 1921 85.56375 28.100417 -559.419434 30.62505   3346 0.66003 -0.11694 0.74208
 355 1953 1921 85.62708 28.100417 -496.768494 21.46222   3630 0.65544 -0.11647 0.74621
 356 1953 1861 85.62708 28.050417 -419.859680 36.97909   3971 0.65350 -0.11621 0.74795
 357 2030 1861 85.69125 28.050417 -347.120514 52.45131   4184 0.64915 -0.11578 0.75180
 358 2030 1921 85.69125 28.100417 -467.024048 35.68634   3669 0.65006 -0.11587 0.75100
 359 2106 1920 85.75458 28.099583 -413.613281 38.26614   3563 0.64493 -0.11530 0.75549
 360 2087 1846 85.73875 28.037917 -269.702820 44.11814   1050 0.64492 -0.11530 0.75550
 361 2087 1876 85.73875 28.062917 -349.193481 26.34454    956 0.64517 -0.11532 0.75528
 362 2125 1876 85.77042 28.062917 -313.294952 61.70592    988 0.64277 -0.11506 0.75737
 363 2125 1846 85.77042 28.037917 -193.715424 26.47846   1024 0.64174 -0.11491 0.75826
 364 2030 1739 85.69125 27.948750 -203.102905 64.35640   4223 0.64669 -0.11550 0.75396
 365 2030 1800 85.69125 27.999583 -223.462250 41.96956   3956 0.64751 -0.11556 0.75324
 366 2087 1785 85.73875 27.987083 -135.884720 34.11607   1059 0.64419 -0.11525 0.75613
 367 2087 1815 85.73875 28.012083 -174.549667 29.98001   1079 0.64434 -0.11525 0.75600
 368 2125 1817 85.77042 28.013750 -95.409218 39.09984   1032 0.64127 -0.11485 0.75867
 369 2125 1784 85.77042 27.986250 -6.503197 46.16281    985 0.64102 -0.11487 0.75888
 370 2087 1724 85.73875 27.936250 -7.913109 76.48090   1082 0.64274 -0.11507 0.75740
 371 2087 1754 85.73875 27.961250 -75.809097 50.84666   1024 0.64365 -0.11520 0.75660
 372 2124 1753 85.76958 27.960417 48.902756 66.58847    873 0.64083 -0.11486 0.75904
 373 2124 1724 85.76958 27.936250 154.860825 52.84157    899 0.63953 -0.11467 0.76017
 374 2183 1739 85.81875 27.948750 222.735443 68.67683   4080 0.63630 -0.11433 0.76292
 375 2164 1785 85.80292 27.987083 83.682426 32.48318   1007 0.63796 -0.11449 0.76151
 376 2164 1815 85.80292 28.012083 -47.519779 64.41376   1041 0.63892 -0.11462 0.76069
 377 2202 1815 85.83458 28.012083 -52.269066 44.32476   1035 0.63628 -0.11432 0.76294
 378 2202 1785 85.83458 27.987083 27.207489 45.92385   1075 0.63598 -0.11429 0.76319
 379 2259 1800 85.88208 27.999583 -50.124363 62.05101   3833 0.63315 -0.11402 0.76558
 380 2240 1724 85.86625 27.936250 216.446701 39.59360   1107 0.63252 -0.11393 0.76612
 381 2240 1754 85.86625 27.961250 110.372116 25.38307   1093 0.63344 -0.11404 0.76534
 382 2278 1754 85.89792 27.961250 48.999710 38.28864   1107 0.63037 -0.11367 0.76793
 383 2278 1724 85.89792 27.936250 145.590088 56.62654   1071 0.62982 -0.11360 0.76839
 384 2164 1846 85.80292 28.037917 -172.958374 30.53699   1052 0.63956 -0.11470 0.76014
 385 2164 1876 85.80292 28.062917 -266.129242 24.58185   1008 0.64045 -0.11481 0.75937
 386 2202 1875 85.83458 28.062083 -236.972290 29.75515    792 0.63825 -0.11458 0.76125
 387 2202 1846 85.83458 28.037917 -150.100433 36.87905    970 0.63757 -0.11450 0.76184
 388 2183 1921 85.81875 28.100417 -358.141663 36.78327   3262 0.63949 -0.11467 0.76020
 389 2259 1921 85.88208 28.100417 -267.754974 45.86269   2901 0.63518 -0.11424 0.76387
 390 2259 1861 85.88208 28.050417 -194.271149 49.10636   3270 0.63396 -0.11408 0.76490
 391 2373 1892 85.97708 28.076250 -148.819000 34.59436  13907 0.62606 -0.11312 0.77153
 392 2374 1769 85.97792 27.973750 -111.052666 36.19812  15743 0.62354 -0.11283 0.77360
 393 2164 1480 85.80292 27.732917 443.345734 47.57794   1070 0.63305 -0.11399 0.76567
 394 2164 1510 85.80292 27.757917 358.819641 60.77147   1132 0.63362 -0.11406 0.76519
 395 2202 1510 85.83458 27.757917 199.116074 42.19292   1077 0.63093 -0.11372 0.76746
 396 2202 1480 85.83458 27.732917 263.846863 68.75336   1122 0.63098 -0.11378 0.76741
 397 2164 1541 85.80292 27.783750 239.238693 46.30621   1178 0.63449 -0.11417 0.76445
 398 2164 1571 85.80292 27.808750 205.637512 24.92781   1113 0.63465 -0.11415 0.76433
 399 2202 1571 85.83458 27.808750 121.707848 48.92025   1057 0.63267 -0.11397 0.76599
 400 2202 1541 85.83458 27.783750 120.381836 42.87411   1144 0.63186 -0.11387 0.76667
 401 2259 1556 85.88208 27.796250 24.938107 36.15675   4285 0.62790 -0.11339 0.76999
 402 2240 1480 85.86625 27.732917 171.247635 68.38879   1119 0.62838 -0.11348 0.76959
 403 2240 1510 85.86625 27.757917 91.212616 48.46195   1051 0.62823 -0.11341 0.76972
 404 2278 1510 85.89792 27.757917 -25.471340 40.46700   1036 0.62596 -0.11317 0.77160
 405 2278 1480 85.89792 27.732917 45.227684 32.23914   1116 0.62583 -0.11319 0.77170
 406 2183 1617 85.81875 27.847083 240.943634 52.51552   4290 0.63448 -0.11416 0.76447
 407 2183 1678 85.81875 27.897917 303.937012 28.43101   4140 0.63556 -0.11427 0.76354
 408 2259 1678 85.88208 27.897917 248.036972 49.95822   3915 0.63009 -0.11362 0.76816
 409 2240 1602 85.86625 27.834583 117.870438 43.00607   1006 0.62971 -0.11356 0.76849
 410 2240 1632 85.86625 27.859583 199.955536 39.59257   1020 0.63038 -0.11365 0.76792
 411 2278 1632 85.89792 27.859583 60.271854 41.81696    913 0.62799 -0.11338 0.76992
 412 2278 1602 85.89792 27.834583 -3.513795 24.85488   1086 0.62765 -0.11336 0.77020
 413 2374 1647 85.97792 27.872083 -91.109711 59.85457  16856 0.62218 -0.11273 0.77471
 414 2374 1525 85.97792 27.770417 -106.866241 35.34252  17239 0.61952 -0.11241 0.77689
 415 1991 1098 85.65875 27.414583 24.333698 37.07916  72249 0.63982 -0.11493 0.75988
 416 1877 1251 85.56375 27.542083 190.544647 31.35526   4625 0.64964 -0.11597 0.75135
 417 1858 1297 85.54792 27.580417 288.452332 42.81453   1196 0.65148 -0.11618 0.74972
 418 1858 1327 85.54792 27.605417 410.158020 35.21447   1162 0.65192 -0.11620 0.74933
 419 1896 1327 85.57958 27.605417 432.318298 47.63186   1138 0.64934 -0.11592 0.75161
 420 1896 1297 85.57958 27.580417 313.467010 45.29823   1157 0.64905 -0.11591 0.75186
 421 1934 1297 85.61125 27.580417 342.457275 40.29599   1177 0.64655 -0.11564 0.75406
 422 1934 1327 85.61125 27.605417 462.273590 46.26001   1125 0.64665 -0.11562 0.75397
 423 1972 1327 85.64292 27.605417 509.047546 49.05023   1118 0.64407 -0.11532 0.75623
 424 1972 1297 85.64292 27.580417 380.348175 42.42655   1171 0.64380 -0.11531 0.75645
 425 1953 1251 85.62708 27.542083 234.710480 34.82570   4602 0.64471 -0.11545 0.75566
 426 1858 1358 85.54792 27.631250 542.292725 56.69967   1197 0.65228 -0.11622 0.74901
 427 1858 1388 85.54792 27.656250 721.307739 68.23608   1155 0.65270 -0.11627 0.74864
 428 1896 1388 85.57958 27.656250 767.604309 55.42090   1138 0.64991 -0.11593 0.75112
 429 1896 1358 85.57958 27.631250 560.643188 69.11122   1155 0.64967 -0.11594 0.75132
 430 1858 1419 85.54792 27.682083 867.550110 50.64375   1195 0.65334 -0.11635 0.74807
 431 1858 1449 85.54792 27.707083 997.248901 42.70055   1144 0.65332 -0.11630 0.74810
 432 1896 1449 85.57958 27.707083 1035.077637 34.93454   1135 0.65073 -0.11599 0.75040
 433 1896 1419 85.57958 27.682083 903.225586 49.21490   1175 0.65049 -0.11600 0.75061
 434 1953 1434 85.62708 27.694583 994.643188 62.36580   4554 0.64681 -0.11558 0.75385
 435 1934 1358 85.61125 27.631250 598.689148 58.38289   1133 0.64697 -0.11563 0.75369
 436 1934 1388 85.61125 27.656250 794.633728 79.87366   1101 0.64737 -0.11565 0.75335
 437 1972 1388 85.64292 27.656250 831.653076 60.29221   1138 0.64487 -0.11539 0.75553
 438 1972 1358 85.64292 27.631250 690.683594 70.14928   1134 0.64440 -0.11534 0.75594
 439 2011 1358 85.67542 27.631250 724.869751 55.93439   1193 0.64211 -0.11510 0.75792
 440 2011 1388 85.67542 27.656250 895.155579 26.03295   1161 0.64228 -0.11510 0.75778
 441 2049 1388 85.70708 27.656250 898.020203 30.25996   1123 0.63963 -0.11479 0.76006
 442 2049 1358 85.70708 27.631250 801.401978 39.59310   1169 0.63920 -0.11473 0.76044
 443 2030 1434 85.69125 27.694583 944.486206 26.91651   4637 0.64152 -0.11498 0.75844
 444 2087 1419 85.73875 27.682083 894.401306 44.77623   1139 0.63750 -0.11452 0.76190
 445 2087 1449 85.73875 27.707083 853.131042 42.81213   1101 0.63816 -0.11461 0.76132
 446 2125 1449 85.77042 27.707083 687.004883 68.56058   1066 0.63543 -0.11429 0.76366
 447 2125 1419 85.77042 27.682083 809.287415 51.86013   1171 0.63520 -0.11427 0.76385
 448 2106 1373 85.75458 27.643750 833.191467 37.41145   4590 0.63619 -0.11443 0.76300
 449 2011 1236 85.67542 27.529583 212.963165 34.35201   1203 0.64059 -0.11498 0.75923
 450 2011 1266 85.67542 27.554583 311.085236 40.62189   1164 0.64094 -0.11499 0.75893
 451 2049 1266 85.70708 27.554583 383.109833 48.09082   1121 0.63853 -0.11474 0.76099
 452 2049 1236 85.70708 27.529583 255.267487 31.88665   1175 0.63786 -0.11466 0.76157
 453 2011 1297 85.67542 27.580417 444.208893 57.19801   1206 0.64106 -0.11498 0.75883
 454 2011 1327 85.67542 27.605417 603.900879 58.51573   1166 0.64151 -0.11503 0.75844
 455 2049 1327 85.70708 27.605417 700.394287 40.41096   1135 0.63887 -0.11473 0.76071
 456 2049 1297 85.70708 27.580417 514.633057 57.22744   1174 0.63847 -0.11470 0.76105
 457 2087 1297 85.73875 27.580417 569.240845 71.35249   1166 0.63579 -0.11438 0.76334
 458 2087 1327 85.73875 27.605417 713.020813 31.38332   1137 0.63642 -0.11444 0.76280
 459 2125 1327 85.77042 27.605417 760.517761 32.86216   1134 0.63404 -0.11419 0.76482
 460 2125 1297 85.77042 27.580417 569.923462 40.96675   1172 0.63372 -0.11416 0.76509
 461 2087 1236 85.73875 27.529583 273.789612 31.53461   1160 0.63552 -0.11440 0.76357
 462 2087 1266 85.73875 27.554583 416.041473 53.37864   1134 0.63532 -0.11433 0.76374
 463 2125 1266 85.77042 27.554583 467.251373 55.47673   1139 0.63287 -0.11404 0.76582
 464 2125 1236 85.77042 27.529583 322.219391 49.01451   1176 0.63249 -0.11401 0.76613
 465 2164 1236 85.80292 27.529583 375.025391 48.34956   1206 0.63002 -0.11373 0.76820
 466 2164 1266 85.80292 27.554583 529.770996 51.38596   1167 0.63051 -0.11377 0.76780
 467 2202 1266 85.83458 27.554583 556.909546 46.20232   1132 0.62759 -0.11343 0.77023
 468 2202 1236 85.83458 27.529583 408.657104 44.31878   1178 0.62721 -0.11340 0.77055
 469 2183 1312 85.81875 27.592917 747.772522 49.55624   4668 0.62985 -0.11371 0.76834
 470 2259 1312 85.88208 27.592917 674.958374 46.27920   4605 0.62481 -0.11312 0.77254
 471 2240 1236 85.86625 27.529583 401.233765 20.05597   1176 0.62495 -0.11316 0.77242
 472 2240 1266 85.86625 27.554583 569.056030 50.10343   1134 0.62509 -0.11313 0.77231
 473 2278 1266 85.89792 27.554583 534.568970 27.62781   1122 0.62277 -0.11289 0.77422
 474 2278 1236 85.89792 27.529583 440.342163 48.26249   1161 0.62217 -0.11282 0.77471
 475 2183 1373 85.81875 27.643750 789.863770 32.07842   4664 0.63108 -0.11384 0.76731
 476 2164 1419 85.80292 27.682083 725.444702 69.46540   1200 0.63279 -0.11400 0.76588
 477 2164 1449 85.80292 27.707083 547.020386 85.99371   1142 0.63288 -0.11400 0.76581
 478 2202 1449 85.83458 27.707083 444.014771 51.12464   1108 0.63053 -0.11374 0.76779
 479 2202 1419 85.83458 27.682083 625.217957 74.13690   1171 0.63026 -0.11373 0.76801
 480 2240 1419 85.86625 27.682083 503.422791 76.28189   1175 0.62785 -0.11346 0.77002
 481 2240 1449 85.86625 27.707083 333.658936 79.63417   1098 0.62781 -0.11341 0.77006
 482 2278 1449 85.89792 27.707083 218.539368 48.27407   1116 0.62526 -0.11310 0.77218
 483 2278 1419 85.89792 27.682083 392.260986 84.06974   1160 0.62503 -0.11310 0.77236
 484 2240 1358 85.86625 27.631250 742.520752 18.80147   1169 0.62657 -0.11329 0.77108
 485 2240 1388 85.86625 27.656250 669.476379 42.19806   1129 0.62712 -0.11335 0.77063
 486 2278 1388 85.89792 27.656250 567.015015 53.87798   1124 0.62456 -0.11306 0.77275
 487 2278 1358 85.89792 27.631250 666.095215 37.16446   1160 0.62381 -0.11297 0.77337
 488 2317 1358 85.93042 27.631250 587.363342 30.46447   1191 0.62146 -0.11270 0.77530
 489 2317 1388 85.93042 27.656250 453.294861 68.65128   1168 0.62183 -0.11274 0.77500
 490 2355 1388 85.96208 27.656250 346.703552 60.75842   1135 0.61923 -0.11243 0.77712
 491 2355 1358 85.96208 27.631250 488.185883 47.41164   1177 0.61896 -0.11242 0.77733
 492 2317 1419 85.93042 27.682083 275.875031 69.93195   1208 0.62257 -0.11283 0.77438
 493 2317 1449 85.93042 27.707083 100.420746 59.16164   1146 0.62288 -0.11286 0.77413
 494 2355 1449 85.96208 27.707083 22.290785 49.10692   1120 0.62024 -0.11254 0.77629
 495 2355 1419 85.96208 27.682083 178.888611 72.82125   1157 0.61944 -0.11243 0.77695
 496 2412 1434 86.00958 27.694583 -24.646427 46.53633   4477 0.61586 -0.11201 0.77985
 497 2393 1358 85.99375 27.631250 376.520142 41.90478   1165 0.61597 -0.11201 0.77977
 498 2393 1387 85.99375 27.655417 222.069565 81.20591   1126 0.61644 -0.11209 0.77939
 499 2431 1388 86.02542 27.656250 115.616096 65.02868   1045 0.61334 -0.11169 0.78188
 500 2431 1358 86.02542 27.631250 252.542999 45.85767   1162 0.61286 -0.11162 0.78227
 501 2336 1251 85.94625 27.542083 454.560181 61.20732   4688 0.61865 -0.11241 0.77759
 502 2336 1312 85.94625 27.592917 584.856445 47.41042   4693 0.61951 -0.11249 0.77689
 503 2412 1312 86.00958 27.592917 424.995636 61.78304   4623 0.61406 -0.11182 0.78130
 504 2412 1251 86.00958 27.542083 371.152130 42.19815   4628 0.61337 -0.11176 0.78185
 505 2221 1037 85.85042 27.363750 14.570358 18.36153  18333 0.62342 -0.11303 0.77368
 506 2183 1129 85.81875 27.440417 96.791618 37.57067   4680 0.62687 -0.11338 0.77083
 507 2183 1190 85.81875 27.491250 210.298706 62.99125   4684 0.62800 -0.11352 0.76989
 508 2240 1175 85.86625 27.478750 172.936981 38.25152   1176 0.62431 -0.11312 0.77295
 509 2240 1205 85.86625 27.503750 319.419739 43.77953   1132 0.62439 -0.11309 0.77289
 510 2278 1205 85.89792 27.503750 318.576294 41.10303   1137 0.62183 -0.11279 0.77498
 511 2278 1175 85.89792 27.478750 197.679092 47.98445   1177 0.62173 -0.11281 0.77506
 512 2259 1129 85.88208 27.440417 105.606407 26.65777   4622 0.62191 -0.11282 0.77492
 513 2336 1129 85.94625 27.440417 100.799423 47.48239   4681 0.61659 -0.11218 0.77925
 514 2336 1190 85.94625 27.491250 254.034119 68.13882   4680 0.61732 -0.11224 0.77866
 515 2393 1175 85.99375 27.478750 203.859192 22.93627   1171 0.61321 -0.11174 0.78198
 516 2393 1205 85.99375 27.503750 320.610809 22.20103   1133 0.61345 -0.11175 0.78179
 517 2431 1205 86.02542 27.503750 289.904358 26.13331   1135 0.61055 -0.11137 0.78411
 518 2431 1175 86.02542 27.478750 191.052277 32.67070   1170 0.61052 -0.11141 0.78413
 519 2412 1129 86.00958 27.440417 92.905624 38.19766   4608 0.61060 -0.11140 0.78406
 520 2374 1037 85.97792 27.363750 23.680065 19.68167  18581 0.61173 -0.11155 0.78316
 521 1401  488 85.16708 26.906250 -64.145111 8.88328   1404 0.66953 -0.11841 0.73328
 522 1697  441 85.41375 26.867083 -56.734322 10.39888  11572 0.65006 -0.11633 0.75092
 523 1379  610 85.14875 27.007917 -80.074768 10.99531  70412 0.67236 -0.11865 0.73065
 524 1379  854 85.14875 27.211250 -75.110397 14.20484  72890 0.67533 -0.11885 0.72788
 525 1685  854 85.40375 27.211250 -58.867367 24.40474  70176 0.65645 -0.11687 0.74527
 526 1685  610 85.40375 27.007917 -71.470825 11.98639  69277 0.65304 -0.11658 0.74829
 527 1991  610 85.65875 27.007917 -52.742149 14.17965  71506 0.63258 -0.11422 0.76603
 528 1991  854 85.65875 27.211250 -37.580662 31.70100  72203 0.63604 -0.11455 0.76311
 529 2297  854 85.91375 27.211250 -31.539896 24.69240  72965 0.61466 -0.11198 0.78080
 530 2297  610 85.91375 27.007917 -32.685417 14.23697  72665 0.61091 -0.11159 0.78380
 531 1996  405 85.66292 26.837083 -40.186340 11.71936  24696 0.62935 -0.11392 0.76873
 532 2297  366 85.91375 26.804583 -10.199245 15.44582  39244 0.60718 -0.11118 0.78675
 533  291 2064 84.24208 28.219583 80.653389 13.22062   2981 0.74613 -0.12380 0.65419
 534  302 2321 84.25125 28.433750 88.649307 18.78359    177 0.74967 -0.12399 0.65009
 535  460 2317 84.38292 28.430417 82.672897 18.04700  66223 0.74077 -0.12333 0.66034
 536  460 2073 84.38292 28.227083 65.335716 11.57448  70804 0.73790 -0.12328 0.66355
 537  460 2805 84.38292 28.837083 62.525352 29.61642  41849 0.74695 -0.12350 0.65332
 538  460 2560 84.38292 28.632917 97.953247 26.36466  49500 0.74393 -0.12345 0.65675
 539  766 2561 84.63792 28.633750 87.867584 26.07452  54381 0.72910 -0.12254 0.67335
 540  765 2807 84.63708 28.838750 48.760727 24.64877  58480 0.73194 -0.12259 0.67025
 541 1072 2805 84.89292 28.837083 32.038216 20.55096  59344 0.71672 -0.12159 0.68668
 542 1072 2561 84.89292 28.633750 67.680435 24.54791  59434 0.71413 -0.12154 0.68938
 543  766 2073 84.63792 28.227083 46.927383 20.03352  70235 0.72331 -0.12236 0.67960
 544  766 2317 84.63792 28.430417 110.767670 34.73594  53006 0.72592 -0.12240 0.67680
 545 1072 2317 84.89292 28.430417 57.137764 31.92672  63914 0.70984 -0.12120 0.69385
 546 1072 2073 84.89292 28.227083 -45.613869 64.18030  67810 0.70751 -0.12118 0.69624
 547  485 3285 84.40375 29.237083 15.764435 10.16374  27835 0.74946 -0.12321 0.65048
 548  460 3048 84.38292 29.039583 18.452869 11.24231  38897 0.74878 -0.12338 0.65123
 549  567 3739 84.47208 29.615417 34.271652 13.01608   8680 0.74975 -0.12289 0.65021
 550  523 3506 84.43542 29.421250 36.162899 8.88013  17275 0.74979 -0.12307 0.65013
 551  766 3536 84.63792 29.446250 29.864494 9.70412  72498 0.73892 -0.12252 0.66256
 552  766 3780 84.63792 29.649583 14.552248 22.26108  64210 0.74113 -0.12245 0.66010
 553 1072 3780 84.89292 29.649583 -3.443554 14.15769  51647 0.72598 -0.12155 0.67689
 554 1072 3536 84.89292 29.446250 16.539839 7.99957  73534 0.72363 -0.12157 0.67939
 555  766 3048 84.63792 29.039583 8.853628 18.78615  61733 0.73440 -0.12260 0.66755
 556  766 3292 84.63792 29.242917 10.309375 8.53803  72757 0.73636 -0.12251 0.66541
 557 1072 3292 84.89292 29.242917 -1.700248 7.80301  72356 0.72131 -0.12157 0.68186
 558 1072 3048 84.89292 29.039583 -1.040310 13.31769  67549 0.71920 -0.12163 0.68407
 559 1379 3048 85.14875 29.039583 -6.958063 10.09456  68054 0.70269 -0.12037 0.70124
 560 1379 3292 85.14875 29.242917 -18.062487 7.49276  72986 0.70528 -0.12042 0.69863
 561 1685 3292 85.40375 29.242917 -26.011925 7.49100  70710 0.68814 -0.11900 0.71576
 562 1685 3048 85.40375 29.039583 -13.583190 11.08249  57949 0.68552 -0.11891 0.71828
 563 1379 3536 85.14875 29.446250 -14.440218 11.98903  73417 0.70773 -0.12046 0.69614
 564 1379 3780 85.14875 29.649583 -26.585171 19.49710  39070 0.71049 -0.12054 0.69331
 565 1683 3751 85.40208 29.625417 -62.775494 15.40461  27705 0.69374 -0.11928 0.71028
 566 1685 3536 85.40375 29.446250 -42.277344 11.55747  72606 0.69117 -0.11917 0.71280
 567 1991 3536 85.65875 29.446250 -65.540977 17.76564  66524 0.67309 -0.11754 0.73016
 568 1984 3706 85.65292 29.587917 -83.114319 12.68990  13109 0.67575 -0.11773 0.72767
 569 2280 3672 85.89958 29.559583 -103.543030 10.56658   2000 0.65712 -0.11594 0.74481
 570 2297 3536 85.91375 29.446250 -94.279129 16.37173  64909 0.65420 -0.11569 0.74742
 571 1991 3048 85.65875 29.039583 -17.085739 11.70222  57215 0.66707 -0.11717 0.73572
 572 1991 3292 85.65875 29.242917 -39.778023 12.54018  69896 0.67009 -0.11736 0.73294
 573 2297 3292 85.91375 29.242917 -58.441280 15.66361  70975 0.65074 -0.11541 0.75048
 574 2297 3048 85.91375 29.039583 -20.404631 16.90075  71582 0.64758 -0.11518 0.75324
 575 1245 1967 85.03708 28.138750 -303.597961 47.69515    783 0.69634 -0.12026 0.70757
 576 1245 1997 85.03708 28.163750 -257.746979 24.35868    950 0.69703 -0.12033 0.70688
 577 1283 1997 85.06875 28.163750 -343.568787 29.76643    918 0.69501 -0.12017 0.70889
 578 1282 1967 85.06792 28.138750 -434.054749 37.85328    863 0.69513 -0.12022 0.70876
 579 1264 2043 85.05292 28.202083 -204.550415 37.04491   3988 0.69695 -0.12034 0.70695
