   1.4204655e+02   3.4212878e+01   8.6376719e+01  -3.4162273e+01
   1.3995934e+02   3.7122458e+01   8.6511747e+01  -3.2663085e+01
   1.4662858e+02   4.2277558e+01   8.2241259e+01  -3.7291190e+01
   1.3954151e+02   3.5845866e+01   8.6924314e+01  -3.2358043e+01
   1.4235359e+02   3.5667046e+01   8.5992156e+01  -3.4379085e+01
   1.4230662e+02   3.8322576e+01   8.5354395e+01  -3.4345934e+01
   1.4170723e+02   3.7779371e+01   8.5723881e+01  -3.3921383e+01
   1.4547413e+02   4.3111316e+01   8.2380224e+01  -3.6525571e+01
   1.3964535e+02   3.6661251e+01   8.6723148e+01  -3.2433990e+01
   1.4253338e+02   3.6369780e+01   8.5772187e+01  -3.4505605e+01
   1.4599851e+02   4.2322064e+01   8.2489635e+01  -3.6875329e+01
   1.4117822e+02   3.9113121e+01   8.5550564e+01  -3.3543630e+01
   1.4144792e+02   4.2086369e+01   8.4459461e+01  -3.3736457e+01
   1.4484608e+02   4.3342241e+01   8.2549049e+01  -3.6102387e+01
   1.4144427e+02   3.4867098e+01   8.6464731e+01  -3.3734095e+01
   1.4610386e+02   4.3176641e+01   8.2082348e+01  -3.6945198e+01
   1.4641033e+02   4.2745213e+01   8.2136998e+01  -3.7147676e+01
   1.4405608e+02   3.8878063e+01   8.4523277e+01  -3.5563473e+01
   1.4111000e+02   3.8643319e+01   8.5710194e+01  -3.3494729e+01
   1.4323496e+02   3.8223418e+01   8.5033032e+01  -3.4996111e+01
   1.4259403e+02   3.9017841e+01   8.5043244e+01  -3.4548182e+01
   1.4345516e+02   4.1223177e+01   8.3969485e+01  -3.5149024e+01
   1.4338883e+02   3.7655577e+01   8.5133819e+01  -3.5102983e+01
   1.4196233e+02   3.7177369e+01   8.5784366e+01  -3.4102548e+01
   1.4342778e+02   3.9982182e+01   8.4413815e+01  -3.5130019e+01
   1.4305630e+02   4.2165261e+01   8.3777817e+01  -3.4871699e+01
   1.4051526e+02   3.6879577e+01   8.6372267e+01  -3.3066472e+01
   1.4219444e+02   3.5000845e+01   8.6182650e+01  -3.4266819e+01
   1.4446040e+02   4.0613034e+01   8.3784058e+01  -3.5840159e+01
   1.4225231e+02   4.1163075e+01   8.4473262e+01  -3.4307576e+01
   1.4326149e+02   3.9521360e+01   8.4629431e+01  -3.5014569e+01
   1.4284166e+02   4.1239649e+01   8.4210515e+01  -3.4721766e+01
   1.4307089e+02   4.0757431e+01   8.4290298e+01  -3.4881863e+01
   1.4234020e+02   3.9553447e+01   8.4975935e+01  -3.4369581e+01
   1.4091434e+02   3.5591321e+01   8.6507745e+01  -3.3354338e+01
   1.4606634e+02   4.1795864e+01   8.2675043e+01  -3.6920321e+01
   1.4367816e+02   4.2189206e+01   8.3512821e+01  -3.5303316e+01
   1.4246291e+02   4.1996247e+01   8.4084116e+01  -3.4455987e+01
   1.4427106e+02   4.2582053e+01   8.3109739e+01  -3.5710877e+01
   1.4274690e+02   4.2781320e+01   8.3663094e+01  -3.4655391e+01
   1.4178639e+02   4.0280805e+01   8.4956917e+01  -3.3977578e+01
   1.4157360e+02   4.1322384e+01   8.4686002e+01  -3.3826146e+01
   1.4470200e+02   4.1669390e+01   8.3292364e+01  -3.6004597e+01
   1.4238062e+02   3.6844812e+01   8.5714423e+01  -3.4398113e+01
   1.4344801e+02   4.2971926e+01   8.3294743e+01  -3.5144078e+01
   1.4528712e+02   4.1795712e+01   8.3000478e+01  -3.6400005e+01
   1.4413686e+02   4.3143907e+01   8.2934175e+01  -3.5618983e+01
   1.4256649e+02   4.0024400e+01   8.4737452e+01  -3.4528826e+01
   1.4113257e+02   4.0439503e+01   8.5157837e+01  -3.3510874e+01
   1.4414551e+02   4.0158376e+01   8.4069780e+01  -3.5624850e+01
   1.4555983e+02   4.3596016e+01   8.2132537e+01  -3.6582951e+01
   1.4100279e+02   3.9864392e+01   8.5390513e+01  -3.3417732e+01
   1.4319644e+02   4.1638271e+01   8.3920911e+01  -3.4969317e+01
   1.4173071e+02   3.9795899e+01   8.5134021e+01  -3.3938030e+01
   1.4216797e+02   4.0650435e+01   8.4684548e+01  -3.4247995e+01
   1.4382690e+02   3.8240427e+01   8.4803197e+01  -3.5405864e+01
   1.4360035e+02   4.0450460e+01   8.4186271e+01  -3.5249518e+01
   1.4318393e+02   3.6935510e+01   8.5398886e+01  -3.4960601e+01
   1.4326277e+02   3.9028618e+01   8.4783467e+01  -3.5015462e+01
   1.4384569e+02   3.9318426e+01   8.4466540e+01  -3.5418835e+01
   1.4272009e+02   3.7929753e+01   8.5308875e+01  -3.4636629e+01
   1.4139160e+02   3.7290165e+01   8.5962876e+01  -3.3696386e+01
   1.4482825e+02   4.1222860e+01   8.3410666e+01  -3.6090253e+01
   1.4138581e+02   3.6828276e+01   8.6075906e+01  -3.3692259e+01
   1.4394198e+02   4.1521748e+01   8.3660910e+01  -3.5485153e+01
   1.4113792e+02   4.0950294e+01   8.4985758e+01  -3.3514673e+01
   1.4522442e+02   4.2353412e+01   8.2803047e+01  -3.6357844e+01
   1.4062688e+02   3.6218285e+01   8.6478597e+01  -3.3147182e+01
   1.4196674e+02   3.6027126e+01   8.6051026e+01  -3.4105708e+01
   1.4177529e+02   3.5536179e+01   8.6221616e+01  -3.3969846e+01
   1.4051057e+02   3.8265907e+01   8.6032700e+01  -3.3063052e+01
   1.4119630e+02   3.8069191e+01   8.5834661e+01  -3.3556622e+01
   1.4158035e+02   3.6387715e+01   8.6107790e+01  -3.3831109e+01
   1.4463976e+02   4.2204597e+01   8.3107844e+01  -3.5962325e+01
   1.4255891e+02   3.7433651e+01   8.5501154e+01  -3.4523555e+01
   1.4194173e+02   4.2470091e+01   8.4115064e+01  -3.4087810e+01
   1.4473478e+02   4.2894710e+01   8.2785967e+01  -3.6026872e+01
   1.4416256e+02   4.1020144e+01   8.3757324e+01  -3.5636560e+01
   1.3998090e+02   3.6141039e+01   8.6716941e+01  -3.2678821e+01
   1.4185197e+02   3.8629425e+01   8.5437779e+01  -3.4024231e+01
   1.4137952e+02   3.5946557e+01   8.6274339e+01  -3.3687802e+01
   1.4020907e+02   3.7630904e+01   8.6302909e+01  -3.2844641e+01
   1.4037076e+02   3.5683676e+01   8.6675254e+01  -3.2961982e+01
   1.4084544e+02   3.7421664e+01   8.6126858e+01  -3.3304678e+01
   1.4192841e+02   3.9082454e+01   8.5277002e+01  -3.4078436e+01
   1.4194786e+02   4.1685932e+01   8.4406708e+01  -3.4092190e+01
