   7.9220532e+01   1.7372594e+01   9.1247967e+01   8.6376719e+01  -3.4162273e+01
   1.0531702e+02  -2.4427484e+01   8.9187765e+01   8.6511747e+01  -3.2663085e+01
   7.1337688e+01   2.9714844e+01   8.7979242e+01   8.6397250e+01  -3.4041654e+01
   7.9214595e+01   1.7377949e+01   9.1224640e+01   8.6344078e+01  -3.4185205e+01
   7.5371994e+01   2.3450121e+01   8.9846338e+01   8.6345986e+01  -3.4156161e+01
   7.8902513e+01   1.7865354e+01   9.1081617e+01   8.6279352e+01  -3.4218491e+01
   6.9428607e+01   3.2629827e+01   8.6942029e+01   8.6377312e+01  -3.4096657e+01
   1.3592795e+02  -6.4878113e+01   6.2809935e+01   8.2241259e+01  -3.7291190e+01
   6.6241062e+01   3.7368686e+01   8.4890875e+01   8.6924314e+01  -3.2358043e+01
   6.4627350e+01   3.9742042e+01   8.3799760e+01   8.6932320e+01  -3.2320294e+01
   8.2309865e+01   1.2392630e+01   9.1776877e+01   8.5992156e+01  -3.4379085e+01
   1.0493885e+02  -2.3842947e+01   8.9364502e+01   8.6536980e+01  -3.2647382e+01
   1.0346441e+02  -2.1538347e+01   8.9959782e+01   8.6568780e+01  -3.2596150e+01
   7.9105124e+01   1.7548138e+01   9.1170096e+01   8.6318815e+01  -3.4190433e+01
   7.0038867e+01   3.1691260e+01   8.7255141e+01   8.6314986e+01  -3.4168976e+01
   8.3061150e+01   1.1195829e+01   9.1994298e+01   8.6846561e+01  -3.2341494e+01
   7.1756331e+01   2.9075786e+01   8.8207866e+01   8.6370739e+01  -3.4148565e+01
   7.3994939e+01   2.5607955e+01   8.9275787e+01   8.6390961e+01  -3.4095972e+01
   8.1053514e+01   1.4414770e+01   9.1564697e+01   8.6109878e+01  -3.4306971e+01
   6.7406836e+01   3.5629156e+01   8.5622341e+01   8.6839273e+01  -3.2550925e+01
   1.0113024e+02  -1.7862332e+01   9.0791402e+01   8.6621387e+01  -3.2540387e+01
   9.2406602e+01  -3.8849612e+00   9.2437797e+01   8.6589050e+01  -3.2591039e+01
   8.1803362e+01   1.3117305e+01   9.1065648e+01   8.5354395e+01  -3.4345934e+01
   8.7350099e+01   4.2562236e+00   9.1961836e+01   8.5372478e+01  -3.4447565e+01
   8.6668853e+01   5.3569386e+00   9.2035576e+01   8.5723881e+01  -3.3921383e+01
   9.7051401e+01  -1.1358574e+01   9.1827045e+01   8.6529453e+01  -3.2770066e+01
   9.0274949e+01  -4.4195607e-01   9.2097264e+01   8.5400031e+01  -3.4480952e+01
   1.3132953e+02  -5.9510588e+01   6.7669111e+01   8.2380224e+01  -3.6525571e+01
   1.2697925e+02  -5.4167600e+01   7.1937023e+01   8.2270348e+01  -3.6614942e+01
   9.1838526e+01  -2.9705423e+00   9.2542120e+01   8.6723148e+01  -3.2433990e+01
   9.8303801e+01  -1.3352191e+01   9.1483462e+01   8.5772187e+01  -3.4505605e+01
   1.3135738e+02  -5.9536469e+01   6.7632227e+01   8.2498792e+01  -3.6230630e+01
   7.7705748e+01   1.9739264e+01   9.0576099e+01   8.6886593e+01  -3.2316996e+01
   1.2596335e+02  -5.2855503e+01   7.2847293e+01   8.2340515e+01  -3.6338300e+01
   8.9526545e+01   7.6501843e-01   9.2577560e+01   8.5946675e+01  -3.4414516e+01
   8.7993190e+01   3.2426241e+00   9.2541233e+01   8.5987016e+01  -3.4360262e+01
   6.7512573e+01   3.5512808e+01   8.5788747e+01   8.6385166e+01  -3.4036330e+01
   1.3136164e+02  -5.9546919e+01   6.7633961e+01   8.2420639e+01  -3.6428375e+01
